# ----------------------------------------
# 1 Master View
# Demographics: Age Gender
# 20141001-20200229
# ----------------------------------------

Age,Gender,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Transactions,Revenue,Ecommerce Conversion Rate,Goal Conversion Rate
25-34,male,"482,345","452,492","652,534",41.00%,5.30,00:02:48,"12,222","$1,933,359.76",1.87%,25.74%
18-24,male,"311,710","298,265","385,927",46.43%,4.42,00:02:17,"3,366","$345,071.89",0.87%,18.38%
35-44,male,"260,897","247,069","366,554",39.39%,5.50,00:02:57,"10,060","$1,718,103.43",2.74%,29.12%
25-34,female,"209,810","196,366","294,480",41.93%,5.43,00:03:12,"7,114","$1,313,512.44",2.42%,26.93%
18-24,female,"140,928","133,969","178,169",49.86%,4.05,00:02:23,"1,624","$200,667.86",0.91%,16.71%
45-54,male,"106,871","99,747","136,331",43.70%,4.98,00:02:31,"2,882","$432,043.43",2.11%,23.90%
35-44,female,"89,741","84,697","125,851",43.11%,5.49,00:03:08,"3,238","$729,248.65",2.57%,28.59%
55-64,male,"46,207","44,009","55,410",49.42%,4.10,00:02:09,675,"$81,556.50",1.22%,18.34%
45-54,female,"43,206","41,300","55,401",46.94%,5.08,00:02:57,775,"$103,495.22",1.40%,23.59%
65+,male,"35,572","33,976","40,625",56.76%,3.22,00:01:44,228,"$38,038.44",0.56%,11.47%
55-64,female,"25,074","24,171","31,549",53.57%,4.34,00:02:15,265,"$20,473.97",0.84%,17.90%
65+,female,"16,044","15,478","19,191",58.98%,3.15,00:01:37,146,"$23,917.51",0.76%,11.74%
,,"1,768,405","1,671,539","2,342,022",43.63%,5.00,00:02:42,"42,595","$6,939,489.12",1.82%,23.87%

Day Index,Users,Avg. Order Value
6/24/16,"2,563",$33.14
6/25/16,"2,116",$27.54
6/26/16,"2,198",$64.90
6/27/16,"3,019",$174.86
6/28/16,"2,599",$56.47
6/29/16,"1,085",$120.05
6/30/16,"1,541",$38.12
7/1/16,"2,235",$25.21
7/2/16,611,$0.00
7/3/16,"1,295",$0.00
7/4/16,"1,350",$0.00
7/5/16,"1,541",$0.00
7/6/16,"1,842",$0.00
7/7/16,"1,678",$0.00
7/8/16,"1,487",$0.00
7/9/16,866,$0.00
7/10/16,"1,213",$0.00
7/11/16,"1,678",$0.00
7/12/16,"1,724",$0.00
7/13/16,"1,842",$0.00
7/14/16,"2,052",$20.27
7/15/16,"1,742",$0.00
7/16/16,"1,204",$0.00
7/17/16,"1,186",$70.93
7/18/16,"1,733",$8.66
7/19/16,"1,742",$112.47
7/20/16,"1,697",$140.36
7/21/16,"1,833",$841.87
7/22/16,"1,605",$141.90
7/23/16,"1,268",$101.33
7/24/16,"1,250",$0.00
7/25/16,"1,970",$158.70
7/26/16,"1,833",$248.12
7/27/16,"1,669",$51.05
7/28/16,"1,697",$38.52
7/29/16,"1,578",$68.69
7/30/16,"1,158",$36.47
7/31/16,"1,095",$148.73
8/1/16,"1,596",$32.93
8/2/16,"1,970",$49.94
8/3/16,"2,709",$0.00
8/4/16,"2,946",$121.71
8/5/16,"2,490",$150.28
8/6/16,"1,523",$0.00
8/7/16,"1,496",$392.19
8/8/16,"2,545",$307.48
8/9/16,"2,618",$176.93
8/10/16,"2,499",$70.77
8/11/16,"2,463",$36.87
8/12/16,"2,371",$73.68
8/13/16,"1,505",$24.66
8/14/16,"1,669",$0.00
8/15/16,"2,682",$141.25
8/16/16,"2,618",$114.14
8/17/16,"2,527",$40.86
8/18/16,"2,527",$60.81
8/19/16,"2,162",$86.82
8/20/16,"1,578",$172.97
8/21/16,"1,678",$54.37
8/22/16,"2,399",$113.58
8/23/16,"2,554",$533.03
8/24/16,"2,399",$16.24
8/25/16,"2,317",$164.21
8/26/16,"2,189",$98.70
8/27/16,"1,551",$68.45
8/28/16,"1,578",$163.50
8/29/16,"2,298",$392.31
8/30/16,"2,536",$97.77
8/31/16,"2,946",$41.05
9/1/16,"2,472",$163.23
9/2/16,"2,454",$29.67
9/3/16,"1,678",$82.59
9/4/16,"1,614",$414.52
9/5/16,"2,016",$39.94
9/6/16,"2,381",$102.14
9/7/16,"2,426",$580.03
9/8/16,"2,517",$163.18
9/9/16,"2,408",$65.10
9/10/16,"1,587",$9.22
9/11/16,"1,633",$127.58
9/12/16,"2,298",$68.10
9/13/16,"2,226",$460.31
9/14/16,"2,435",$116.80
9/15/16,"2,782",$208.40
9/16/16,"2,426",$145.25
9/17/16,"1,687",$19.25
9/18/16,"1,715",$135.76
9/19/16,"2,499",$33.86
9/20/16,"2,490",$140.63
9/21/16,"2,426",$45.05
9/22/16,"2,463",$31.60
9/23/16,"2,262",$73.86
9/24/16,"1,769",$0.00
9/25/16,"1,806",$0.00
9/26/16,"2,463",$176.26
9/27/16,"2,508",$177.83
9/28/16,"2,253",$361.94
9/29/16,"2,454",$48.25
9/30/16,"2,162",$68.94
10/1/16,"1,523",$0.00
10/2/16,"1,596",$41.03
10/3/16,"2,308",$139.92
10/4/16,"4,031",$49.99
10/5/16,"3,575",$60.32
10/6/16,"2,791",$124.50
10/7/16,"2,718",$29.56
10/8/16,"1,952",$0.00
10/9/16,"2,043",$13.16
10/10/16,"2,846",$83.57
10/11/16,"2,736",$308.27
10/12/16,"2,800",$67.00
10/13/16,"2,873",$84.73
10/14/16,"2,755",$935.35
10/15/16,"2,435",$151.00
10/16/16,"2,590",$63.92
10/17/16,"3,411",$60.66
10/18/16,"3,484",$567.42
10/19/16,"3,448",$537.38
10/20/16,"3,676",$50.78
10/21/16,"3,384",$75.62
10/22/16,"3,019",$150.78
10/23/16,"2,992",$62.86
10/24/16,"3,949",$46.72
10/25/16,"3,876",$97.57
10/26/16,"4,323",$193.66
10/27/16,"4,104",$91.63
10/28/16,"3,721",$222.74
10/29/16,"2,983",$231.40
10/30/16,"3,128",$227.78
10/31/16,"3,730",$252.97
11/1/16,"3,785",$208.99
11/2/16,"3,968",$122.51
11/3/16,"4,004",$172.14
11/4/16,"3,612",$152.12
11/5/16,"3,028",$119.66
11/6/16,"3,247",$165.02
11/7/16,"3,886",$198.21
11/8/16,"3,876",$124.55
11/9/16,"3,785",$145.08
11/10/16,"4,123",$83.44
11/11/16,"3,685",$135.42
11/12/16,"3,156",$160.71
11/13/16,"3,101",$79.16
11/14/16,"4,332",$167.47
11/15/16,"4,643",$146.02
11/16/16,"4,223",$192.88
11/17/16,"4,132",$184.22
11/18/16,"3,548",$194.05
11/19/16,"2,928",$86.32
11/20/16,"3,338",$121.10
11/21/16,"4,214",$124.07
11/22/16,"4,059",$258.30
11/23/16,"3,895",$176.67
11/24/16,"3,840",$123.48
11/25/16,"3,931",$163.64
11/26/16,"3,229",$103.32
11/27/16,"3,420",$192.95
11/28/16,"5,199",$245.56
11/29/16,"4,515",$243.95
11/30/16,"4,615",$356.03
12/1/16,"4,250",$237.07
12/2/16,"3,740",$182.67
12/3/16,"2,910",$105.47
12/4/16,"3,174",$123.16
12/5/16,"4,232",$166.80
12/6/16,"3,019",$315.83
12/7/16,"2,828",$265.30
12/8/16,"3,110",$199.13
12/9/16,"2,691",$244.72
12/10/16,"2,061",$96.12
12/11/16,"2,153",$134.18
12/12/16,"3,347",$151.01
12/13/16,"3,056",$256.16
12/14/16,"2,910",$148.83
12/15/16,"2,964",$116.31
12/16/16,"2,864",$153.09
12/17/16,"2,353",$87.32
12/18/16,"2,171",$189.97
12/19/16,"3,265",$146.68
12/20/16,"3,065",$173.55
12/21/16,"2,663",$217.97
12/22/16,"2,125",$66.48
12/23/16,"1,633",$65.19
12/24/16,"1,250",$158.04
12/25/16,"1,323",$53.02
12/26/16,"1,614",$250.42
12/27/16,"1,952",$122.98
12/28/16,"1,852",$140.69
12/29/16,"1,687",$321.60
12/30/16,"1,177",$172.67
12/31/16,"1,240",$90.49
1/1/17,"1,386",$115.93
1/2/17,"1,642",$86.79
1/3/17,"2,426",$277.87
1/4/17,"2,381",$201.28
1/5/17,"2,317",$79.95
1/6/17,"2,070",$165.55
1/7/17,"1,642",$133.77
1/8/17,"1,614",$170.93
1/9/17,"2,244",$125.77
1/10/17,"2,216",$436.82
1/11/17,"2,189",$173.72
1/12/17,"2,153",$158.77
1/13/17,"1,961",$145.60
1/14/17,"1,505",$121.24
1/15/17,"1,633",$198.97
1/16/17,"1,906",$228.26
1/17/17,"2,390",$204.95
1/18/17,"2,153",$168.34
1/19/17,"2,052",$179.17
1/20/17,"2,061",$290.56
1/21/17,"1,669",$224.12
1/22/17,"1,587",$185.75
1/23/17,"2,207",$167.60
1/24/17,"3,685",$150.20
1/25/17,"2,928",$146.81
1/26/17,"2,143",$116.89
1/27/17,"1,988",$86.74
1/28/17,"1,596",$0.00
1/29/17,"1,769",$247.93
1/30/17,"2,435",$182.10
1/31/17,"2,162",$138.40
2/1/17,"2,435",$274.51
2/2/17,"2,326",$120.69
2/3/17,"2,134",$107.54
2/4/17,"1,514",$241.70
2/5/17,"1,450",$72.40
2/6/17,"2,335",$152.67
2/7/17,"2,417",$173.30
2/8/17,"2,463",$245.76
2/9/17,"2,645",$165.39
2/10/17,"2,171",$127.41
2/11/17,"1,760",$72.95
2/12/17,"1,769",$122.77
2/13/17,"2,226",$277.05
2/14/17,"2,235",$88.89
2/15/17,"2,536",$221.95
2/16/17,"2,536",$88.46
2/17/17,"2,682",$138.97
2/18/17,"1,715",$185.69
2/19/17,"2,189",$157.19
2/20/17,"2,344",$47.04
2/21/17,"2,545",$329.06
2/22/17,"2,362",$134.86
2/23/17,"2,344",$93.38
2/24/17,"2,052",$140.63
2/25/17,"1,660",$83.75
2/26/17,"1,669",$120.60
2/27/17,"2,417",$173.09
2/28/17,"2,289",$254.26
3/1/17,"2,344",$258.07
3/2/17,"2,162",$72.29
3/3/17,"2,125",$250.46
3/4/17,"1,678",$92.54
3/5/17,"1,742",$231.40
3/6/17,"2,353",$168.02
3/7/17,"2,527",$181.96
3/8/17,"2,381",$238.08
3/9/17,"2,271",$303.19
3/10/17,"2,226",$198.58
3/11/17,"1,742",$110.33
3/12/17,"1,824",$212.17
3/13/17,"2,545",$180.16
3/14/17,"2,371",$221.98
3/15/17,"2,545",$205.11
3/16/17,"2,353",$131.68
3/17/17,"2,180",$92.56
3/18/17,"1,614",$105.06
3/19/17,"1,697",$215.29
3/20/17,"2,390",$84.80
3/21/17,"2,581",$173.16
3/22/17,"2,590",$259.49
3/23/17,"2,736",$264.35
3/24/17,"2,253",$208.23
3/25/17,"1,697",$61.56
3/26/17,"1,779",$89.15
3/27/17,"2,508",$286.04
3/28/17,"2,490",$191.37
3/29/17,"2,572",$84.34
3/30/17,"2,627",$124.48
3/31/17,"2,235",$211.84
4/1/17,"2,162",$111.80
4/2/17,"1,852",$53.19
4/3/17,"2,280",$58.76
4/4/17,"2,882",$317.68
4/5/17,"2,627",$319.97
4/6/17,"2,645",$52.61
4/7/17,"2,262",$287.66
4/8/17,"1,697",$144.76
4/9/17,"1,861",$261.69
4/10/17,"2,618",$207.71
4/11/17,"2,454",$74.51
4/12/17,"2,189",$69.55
4/13/17,"2,326",$154.97
4/14/17,"1,779",$188.40
4/15/17,"1,523",$174.21
4/16/17,"1,532",$151.00
4/17/17,"2,216",$209.41
4/18/17,"2,353",$375.72
4/19/17,"2,371",$156.47
4/20/17,"2,308",$189.03
4/21/17,"2,189",$112.91
4/22/17,"1,532",$0.00
4/23/17,"1,532",$151.00
4/24/17,"2,189",$91.35
4/25/17,"2,262",$67.25
4/26/17,"4,059",$93.85
4/27/17,"2,700",$234.76
4/28/17,"2,344",$89.80
4/29/17,"1,423",$0.00
4/30/17,"1,532",$276.97
5/1/17,"2,463",$83.04
5/2/17,"2,426",$136.79
5/3/17,"2,444",$115.37
5/4/17,"2,718",$114.64
5/5/17,"1,779",$73.53
5/6/17,"1,341",$126.54
5/7/17,"1,341",$220.50
5/8/17,"1,925",$68.90
5/9/17,"2,134",$161.29
5/10/17,"1,915",$130.22
5/11/17,"2,125",$113.06
5/12/17,"1,915",$151.57
5/13/17,"1,213",$127.76
5/14/17,"1,167",$34.04
5/15/17,"2,153",$73.93
5/16/17,"2,636",$195.70
5/17/17,"2,891",$157.37
5/18/17,"2,609",$145.48
5/19/17,"2,216",$24.26
5/20/17,"1,861",$237.10
5/21/17,"1,569",$240.91
5/22/17,"2,244",$120.72
5/23/17,"2,016",$172.71
5/24/17,"2,262",$127.61
5/25/17,"2,180",$193.59
5/26/17,"1,906",$169.01
5/27/17,"1,468",$233.21
5/28/17,"1,414",$66.45
5/29/17,"1,687",$115.98
5/30/17,"2,125",$373.31
5/31/17,"2,326",$109.31
6/1/17,"2,800",$124.62
6/2/17,"2,207",$175.99
6/3/17,"1,414",$228.60
6/4/17,"1,459",$41.69
6/5/17,"2,426",$139.07
6/6/17,"2,235",$168.27
6/7/17,"2,308",$77.76
6/8/17,"2,116",$134.78
6/9/17,"1,897",$231.40
6/10/17,"1,423",$57.74
6/11/17,"1,432",$59.34
6/12/17,"2,335",$243.14
6/13/17,"2,153",$148.15
6/14/17,"2,481",$231.02
6/15/17,"2,125",$184.24
6/16/17,"1,915",$92.85
6/17/17,"1,396",$197.66
6/18/17,"1,405",$64.26
6/19/17,"2,098",$540.34
6/20/17,"2,098",$307.54
6/21/17,"2,244",$124.72
6/22/17,"2,189",$79.33
6/23/17,"2,007",$180.72
6/24/17,"1,459",$168.44
6/25/17,"1,551",$229.44
6/26/17,"2,262",$186.89
6/27/17,"2,654",$112.71
6/28/17,"2,663",$39.58
6/29/17,"2,672",$197.10
6/30/17,"2,527",$127.94
7/1/17,"2,043",$243.48
7/2/17,"1,852",$185.45
7/3/17,"1,988",$182.88
7/4/17,"1,888",$135.80
7/5/17,"2,928",$190.00
7/6/17,"2,709",$231.23
7/7/17,"2,399",$147.94
7/8/17,"1,797",$145.57
7/9/17,"1,815",$136.57
7/10/17,"2,636",$171.24
7/11/17,"2,527",$204.92
7/12/17,"2,527",$183.75
7/13/17,"2,618",$164.62
7/14/17,"2,280",$267.43
7/15/17,"1,706",$56.65
7/16/17,"1,779",$164.44
7/17/17,"2,326",$177.14
7/18/17,"2,682",$249.88
7/19/17,"2,426",$138.42
7/20/17,"2,444",$287.54
7/21/17,"2,289",$29.29
7/22/17,"1,569",$347.48
7/23/17,"1,769",$196.91
7/24/17,"2,390",$196.49
7/25/17,"2,517",$199.03
7/26/17,"2,508",$269.28
7/27/17,"2,508",$147.59
7/28/17,"2,371",$84.15
7/29/17,"1,541",$102.00
7/30/17,"1,687",$238.08
7/31/17,"2,490",$112.28
8/1/17,"2,417",$81.61
8/2/17,"2,682",$81.44
8/3/17,"2,599",$82.44
8/4/17,"2,599",$272.37
8/5/17,"1,742",$119.32
8/6/17,"2,308",$136.34
8/7/17,"2,818",$115.24
8/8/17,"2,900",$124.65
8/9/17,"2,700",$198.35
8/10/17,"2,672",$145.62
8/11/17,"2,645",$132.28
8/12/17,"1,997",$312.82
8/13/17,"1,934",$157.39
8/14/17,"3,429",$175.65
8/15/17,"3,083",$179.76
8/16/17,"2,791",$146.39
8/17/17,"3,056",$133.17
8/18/17,"2,718",$235.87
8/19/17,"1,906",$124.46
8/20/17,"1,988",$51.57
8/21/17,"2,800",$169.69
8/22/17,"2,937",$111.48
8/23/17,"3,065",$113.07
8/24/17,"3,548",$59.85
8/25/17,"2,344",$167.42
8/26/17,"2,034",$105.15
8/27/17,"2,107",$161.44
8/28/17,"2,718",$146.06
8/29/17,"3,156",$121.33
8/30/17,"2,983",$193.61
8/31/17,"2,973",$103.17
9/1/17,"2,435",$210.01
9/2/17,"1,815",$238.62
9/3/17,"2,025",$123.57
9/4/17,"2,308",$90.36
9/5/17,"2,891",$93.21
9/6/17,"2,809",$103.00
9/7/17,"2,709",$193.70
9/8/17,"2,463",$66.05
9/9/17,"1,961",$109.45
9/10/17,"1,925",$185.41
9/11/17,"2,773",$158.33
9/12/17,"2,809",$191.26
9/13/17,"2,791",$183.75
9/14/17,"2,782",$251.94
9/15/17,"2,527",$166.83
9/16/17,"2,572",$119.58
9/17/17,"2,682",$302.01
9/18/17,"3,530",$128.04
9/19/17,"3,220",$193.84
9/20/17,"4,880",$137.84
9/21/17,"4,743",$162.28
9/22/17,"3,548",$196.57
9/23/17,"2,052",$129.99
9/24/17,"2,517",$226.75
9/25/17,"2,973",$228.23
9/26/17,"3,694",$214.87
9/27/17,"3,320",$165.60
9/28/17,"3,439",$194.43
9/29/17,"3,001",$177.89
9/30/17,"2,599",$73.35
10/1/17,"2,773",$201.29
10/2/17,"3,384",$210.16
10/3/17,"3,384",$116.89
10/4/17,"5,035",$132.75
10/5/17,"4,597",$103.54
10/6/17,"3,913",$221.86
10/7/17,"3,293",$364.03
10/8/17,"3,147",$155.06
10/9/17,"3,803",$157.98
10/10/17,"3,886",$191.84
10/11/17,"3,256",$109.56
10/12/17,"2,864",$218.82
10/13/17,"2,645",$130.40
10/14/17,"2,317",$151.00
10/15/17,"2,089",$425.39
10/16/17,"2,919",$355.98
10/17/17,"4,104",$125.95
10/18/17,"3,475",$221.44
10/19/17,"3,156",$155.42
10/20/17,"2,891",$72.59
10/21/17,"2,253",$345.55
10/22/17,"2,563",$199.01
10/23/17,"3,457",$287.19
10/24/17,"3,238",$235.11
10/25/17,"3,302",$131.95
10/26/17,"3,311",$114.20
10/27/17,"3,010",$111.70
10/28/17,"2,262",$269.08
10/29/17,"2,207",$159.23
10/30/17,"3,065",$138.72
10/31/17,"2,700",$76.61
11/1/17,"2,873",$314.04
11/2/17,"2,910",$268.56
11/3/17,"2,828",$184.78
11/4/17,"2,143",$153.87
11/5/17,"2,599",$415.02
11/6/17,"3,357",$298.84
11/7/17,"3,658",$247.82
11/8/17,"3,886",$232.44
11/9/17,"3,457",$165.60
11/10/17,"2,864",$254.65
11/11/17,"2,244",$167.82
11/12/17,"2,508",$231.10
11/13/17,"2,973",$124.78
11/14/17,"3,338",$489.22
11/15/17,"3,293",$163.26
11/16/17,"3,265",$147.65
11/17/17,"3,083",$181.81
11/18/17,"1,988",$204.22
11/19/17,"2,171",$120.60
11/20/17,"3,192",$168.56
11/21/17,"2,773",$147.79
11/22/17,"3,046",$183.91
11/23/17,"2,910",$302.56
11/24/17,"2,946",$175.75
11/25/17,"2,070",$348.38
11/26/17,"2,490",$107.10
11/27/17,"4,250",$302.87
11/28/17,"3,703",$205.63
11/29/17,"3,402",$316.78
11/30/17,"3,019",$83.13
12/1/17,"2,828",$191.25
12/2/17,"2,162",$243.73
12/3/17,"2,235",$123.19
12/4/17,"3,220",$168.19
12/5/17,"3,293",$183.09
12/6/17,"3,411",$164.96
12/7/17,"3,429",$170.98
12/8/17,"2,818",$131.58
12/9/17,"2,116",$171.08
12/10/17,"2,444",$119.98
12/11/17,"3,284",$206.17
12/12/17,"8,701",$194.22
12/13/17,"8,036",$182.69
12/14/17,"3,411",$235.16
12/15/17,"3,457",$182.03
12/16/17,"2,472",$171.43
12/17/17,"2,536",$115.29
12/18/17,"3,703",$138.21
12/19/17,"3,466",$127.56
12/20/17,"3,220",$106.94
12/21/17,"2,900",$117.75
12/22/17,"2,417",$179.80
12/23/17,"1,970",$148.74
12/24/17,"1,852",$185.15
12/25/17,"2,070",$132.33
12/26/17,"2,262",$226.50
12/27/17,"2,718",$287.73
12/28/17,"2,326",$177.26
12/29/17,"1,842",$205.08
12/30/17,"1,733",$277.49
12/31/17,"1,496",$166.56
1/1/18,"1,760",$247.96
1/2/18,"2,791",$162.40
1/3/18,"2,718",$118.77
1/4/18,"2,736",$106.78
1/5/18,"2,444",$171.47
1/6/18,"1,861",$413.99
1/7/18,"1,970",$154.75
1/8/18,"2,682",$175.81
1/9/18,"3,183",$178.61
1/10/18,"3,037",$131.00
1/11/18,"2,846",$108.34
1/12/18,"2,590",$204.92
1/13/18,"2,043",$317.14
1/14/18,"2,143",$238.08
1/15/18,"2,928",$243.76
1/16/18,"2,955",$173.50
1/17/18,"2,864",$170.33
1/18/18,"2,554",$185.59
1/19/18,"2,563",$120.30
1/20/18,"2,070",$174.31
1/21/18,"1,961",$209.56
1/22/18,"2,864",$252.72
1/23/18,"2,764",$338.81
1/24/18,"2,855",$389.07
1/25/18,"3,229",$163.00
1/26/18,"2,554",$162.95
1/27/18,"1,997",$115.44
1/28/18,"2,107",$184.45
1/29/18,"2,846",$111.21
1/30/18,"2,837",$249.92
1/31/18,"2,900",$249.66
2/1/18,"2,846",$201.14
2/2/18,"2,572",$275.77
2/3/18,"1,888",$186.47
2/4/18,"2,061",$210.89
2/5/18,"2,910",$231.87
2/6/18,"2,773",$211.03
2/7/18,"2,800",$197.26
2/8/18,"2,818",$203.23
2/9/18,"2,800",$192.11
2/10/18,"2,353",$161.14
2/11/18,"2,554",$68.17
2/12/18,"3,448",$170.15
2/13/18,"3,302",$103.11
2/14/18,"3,247",$88.71
2/15/18,"2,846",$135.28
2/16/18,"2,654",$104.89
2/17/18,"2,280",$219.91
2/18/18,"2,481",$254.00
2/19/18,"2,663",$386.59
2/20/18,"3,320",$159.00
2/21/18,"3,256",$328.52
2/22/18,"3,338",$180.35
2/23/18,"2,745",$259.63
2/24/18,"2,143",$195.70
2/25/18,"2,326",$178.23
2/26/18,"3,767",$227.92
2/27/18,"3,338",$169.23
2/28/18,"2,983",$595.38
3/1/18,"2,928",$166.34
3/2/18,"2,809",$165.22
3/3/18,"2,262",$195.34
3/4/18,"2,289",$316.19
3/5/18,"3,010",$220.55
3/6/18,"3,530",$194.81
3/7/18,"2,946",$141.12
3/8/18,"2,882",$413.34
3/9/18,"2,654",$191.64
3/10/18,"2,107",$215.86
3/11/18,"2,061",$135.80
3/12/18,"3,329",$166.65
3/13/18,"3,211",$95.39
3/14/18,"3,220",$275.46
3/15/18,"3,685",$275.89
3/16/18,"3,037",$129.21
3/17/18,"2,125",$275.50
3/18/18,"2,271",$244.30
3/19/18,"3,585",$292.43
3/20/18,"3,119",$153.98
3/21/18,"4,223",$100.72
3/22/18,"3,539",$245.59
3/23/18,"3,019",$168.13
3/24/18,"2,289",$145.83
3/25/18,"2,153",$525.98
3/26/18,"3,192",$288.55
3/27/18,"3,959",$89.47
3/28/18,"3,612",$255.69
3/29/18,"3,183",$292.24
3/30/18,"2,563",$253.02
3/31/18,"1,806",$425.75
4/1/18,"2,125",$273.83
4/2/18,"3,110",$208.31
4/3/18,"3,357",$407.03
4/4/18,"3,128",$284.20
4/5/18,"2,910",$228.96
4/6/18,"2,609",$289.93
4/7/18,"1,997",$422.24
4/8/18,"2,271",$257.04
4/9/18,"3,119",$357.14
4/10/18,"3,147",$185.84
4/11/18,"3,092",$260.13
4/12/18,"3,138",$248.06
4/13/18,"2,691",$225.95
4/14/18,"1,852",$163.02
4/15/18,"1,979",$468.30
4/16/18,"3,028",$317.64
4/17/18,"3,201",$233.46
4/18/18,"3,110",$216.45
4/19/18,"2,992",$250.24
4/20/18,"2,590",$453.58
4/21/18,"1,879",$184.45
4/22/18,"2,016",$485.26
4/23/18,"3,110",$205.07
4/24/18,"3,056",$249.83
4/25/18,"2,973",$173.52
4/26/18,"3,010",$277.99
4/27/18,"2,599",$99.67
4/28/18,"1,970",$252.31
4/29/18,"1,997",$130.22
4/30/18,"2,709",$198.19
5/1/18,"2,864",$250.05
5/2/18,"3,046",$245.85
5/3/18,"3,101",$556.81
5/4/18,"2,700",$216.63
5/5/18,"1,788",$330.50
5/6/18,"1,988",$48.61
5/7/18,"2,973",$237.15
5/8/18,"3,603",$104.63
5/9/18,"3,393",$159.37
5/10/18,"3,667",$215.93
5/11/18,"2,855",$274.93
5/12/18,"2,089",$400.31
5/13/18,"1,934",$187.49
5/14/18,"3,056",$170.99
5/15/18,"2,919",$202.13
5/16/18,"2,937",$103.29
5/17/18,"3,165",$58.96
5/18/18,"2,800",$161.50
5/19/18,"1,824",$62.72
5/20/18,"1,824",$82.76
5/21/18,"2,782",$152.49
5/22/18,"3,384",$62.14
5/23/18,"2,964",$44.27
5/24/18,"2,992",$115.92
5/25/18,"2,508",$107.13
5/26/18,"1,833",$6.08
5/27/18,"1,925",$261.47
5/28/18,"2,244",$42.15
5/29/18,"2,992",$99.76
5/30/18,"2,828",$197.48
5/31/18,"2,691",$95.74
6/1/18,"3,019",$28.53
6/2/18,"1,925",$104.45
6/3/18,"2,052",$66.88
6/4/18,"3,293",$101.08
6/5/18,"3,119",$109.97
6/6/18,"3,201",$22.84
6/7/18,"3,083",$56.05
6/8/18,"2,636",$32.70
6/9/18,"1,915",$5.94
6/10/18,"1,925",$17.74
6/11/18,"2,846",$95.87
6/12/18,"2,837",$18.12
6/13/18,"2,663",$35.94
6/14/18,"2,280",$43.54
6/15/18,"1,943",$0.00
6/16/18,"1,368",$30.59
6/17/18,"1,560",$0.00
6/18/18,"2,709",$110.70
6/19/18,"2,736",$329.79
6/20/18,"2,472",$95.48
6/21/18,"2,517",$187.26
6/22/18,"2,171",$129.48
6/23/18,"1,651",$25.93
6/24/18,"1,614",$0.00
6/25/18,"2,928",$30.48
6/26/18,"2,344",$99.56
6/27/18,"2,554",$65.56
6/28/18,"2,280",$63.87
6/29/18,"2,007",$691.70
6/30/18,"1,468",$66.46
7/1/18,"1,569",$0.00
7/2/18,"2,536",$279.82
7/3/18,"2,335",$37.51
7/4/18,"1,934",$48.63
7/5/18,"2,107",$34.84
7/6/18,"1,961",$168.60
7/7/18,"1,368",$13.16
7/8/18,"1,587",$53.48
7/9/18,"2,572",$125.95
7/10/18,"2,454",$36.88
7/11/18,"2,435",$104.99
7/12/18,"2,381",$60.22
7/13/18,"2,180",$51.15
7/14/18,"1,496",$0.00
7/15/18,"1,706",$42.55
7/16/18,"2,828",$188.70
7/17/18,"2,691",$36.67
7/18/18,"2,590",$508.29
7/19/18,"2,408",$146.02
7/20/18,"1,988",$88.88
7/21/18,"1,377",$35.45
7/22/18,"1,560",$22.29
7/23/18,"2,545",$78.99
7/24/18,"2,508",$69.94
7/25/18,"2,381",$55.56
7/26/18,"2,709",$116.03
7/27/18,"2,262",$7.09
7/28/18,"1,368",$0.00
7/29/18,"1,596",$26.73
7/30/18,"2,563",$137.64
7/31/18,"2,563",$68.06
8/1/18,"2,381",$47.94
8/2/18,"2,536",$141.48
8/3/18,"2,517",$107.55
8/4/18,"1,496",$22.29
8/5/18,"1,560",$37.44
8/6/18,"2,618",$24.41
8/7/18,"2,536",$22.29
8/8/18,"2,536",$400.70
8/9/18,"2,499",$50.87
8/10/18,"2,216",$42.24
8/11/18,"1,541",$0.00
8/12/18,"1,715",$54.29
8/13/18,"2,417",$128.71
8/14/18,"2,499",$22.69
8/15/18,"2,353",$65.51
8/16/18,"2,308",$61.01
8/17/18,"2,007",$43.78
8/18/18,"1,350",$0.00
8/19/18,"1,523",$18.64
8/20/18,"2,308",$64.44
8/21/18,"2,280",$95.02
8/22/18,"2,262",$95.15
8/23/18,"2,298",$60.44
8/24/18,"2,025",$105.22
8/25/18,"1,523",$91.29
8/26/18,"1,651",$0.00
8/27/18,"2,381",$133.83
8/28/18,"2,426",$84.28
8/29/18,"2,508",$78.03
8/30/18,"2,308",$29.98
8/31/18,"1,997",$104.88
9/1/18,"1,377",$242.62
9/2/18,"1,396",$125.94
9/3/18,"1,779",$35.63
9/4/18,"2,298",$30.80
9/5/18,"2,536",$64.34
9/6/18,"2,444",$133.53
9/7/18,"2,116",$114.45
9/8/18,"1,304",$17.83
9/9/18,"1,414",$62.45
9/10/18,"2,280",$38.62
9/11/18,"2,289",$77.79
9/12/18,"2,289",$40.03
9/13/18,"2,317",$151.86
9/14/18,"2,171",$62.26
9/15/18,"1,587",$105.73
9/16/18,"1,605",$44.98
9/17/18,"2,371",$86.97
9/18/18,"2,454",$199.49
9/19/18,"2,563",$22.29
9/20/18,"2,344",$229.32
9/21/18,"2,052",$63.26
